source,destination,description
304,439,"- {{T|Tape Worm}}: As range is valued very highly by the formula, greatly increases all stats. Synergizes well with Mom's Box.<br>&emsp;- (Added in Repentance) Tape Worm is a flat +3 range instead of x2, resulting in only a small all stats up.<br>"
245,254,- Blood Clot / Chemical Peel: Every second row of tears has increased damage.<br>
245,154,- Blood Clot / Chemical Peel: Every second row of tears has increased damage.<br>
245,118,"- (Added in Afterbirth)Brimstone: Two Brimstone shots are fired, without an increase in charge time.<br>"
245,347,- Diplopia|anr: Every additional 20/20 adds 2 more tears in a tight pattern.<br>&emsp;- (Added in Repentance) Adds one more tear without further lowering damage.<br>
245,47,- (Added in Afterbirth)Doctor's Remote / Epic Fetus: Replaces the single missile strike with a barrage of two consecutive missiles.<br>
245,168,- (Added in Afterbirth)Doctor's Remote / Epic Fetus: Replaces the single missile strike with a barrage of two consecutive missiles.<br>
245,2,"- (Added in Afterbirth, Removed in Repentance)The Inner Eye / Mutant Spider: Adds two/three tears to each shot, with no extra fire rate decrease.<br>&emsp;- (Added in Repentance) Removes the fire rate penalty while reducing damage to 75%. Additional copies will add one additional tear with no further change to damage/fire rate.<br>"
245,153,"- (Added in Afterbirth, Removed in Repentance)The Inner Eye / Mutant Spider: Adds two/three tears to each shot, with no extra fire rate decrease.<br>&emsp;- (Added in Repentance) Removes the fire rate penalty while reducing damage to 75%. Additional copies will add one additional tear with no further change to damage/fire rate.<br>"
245,329,"- The Ludovico Technique: The Ludovico tear gains one smaller tear orbiting the main one, each dealing the same amount of damage.<br>"
245,229,"- (Added in Afterbirth)Monstro's Lung: Adds two tears to the tear barrage, for a total of 16.<br>"
245,169,"- {{Dlc|r}}Polyphemus: Grants additional +5 flat damage and removes the fire rate penalty, firing 2 tears per shot.<br>"
245,516,- Sprinkler: Fires two tears at once that almost completely overlap each other.<br>
245,68,- {{Dlc|a}}Technology: Fires two technology shots simultaneously.<br>
245,397,"- Tractor Beam: Both tears are fired along the beam. Only one tear can be seen, as they overlap each other.<br>"
245,358,- The Wiz: Two tears are fired in each direction.<br>
116,349,"- {{C|Keeper|a}}: The Wooden Nickel|n and the 9 Volt allow him to gain health (and money) forever, as long as there is an enemy in the room.<br>&emsp;- An enemy spawned in a cleared room will also cause recharging to start.<br>"
116,522,"- telekinesis|r the active item can be reactivated the moment the previous charge stops, making it always active<br>"
63,382,"- Friendly Ball|force=r: Walking over a captured enemy will double charge the ball, allowing the enemy to be released, and allowing to catch a new one in the same room, and the process repeats. This allows the Friendly Ball to be used much, ''much'' more often, and gathering many more friends. Note: trying to catch a new enemy while the old one is in the process of spawning will result in the ball phasing through, catching nothing, thus wasting charge.<br>"
63,147,- {{Dlc|r}} Notched Axe: Causes remaining charge from the previous floor to carry over to the next one.<br>
180,495,- Ghost Pepper: Poison farts shoot a fire behind Isaac.<br>
119,723,- Spindown Dice: Turns into Brimstone when rerolled by Spindown Dice.<br>
119,118,- Spindown Dice: Turns into Brimstone when rerolled by Spindown Dice.<br>
254,561,"- Almond Milk/Soy Milk: The damage of Blood Clot is unaffected by the damage multiplier, significantly increasing DPS.<br>"
254,330,"- Almond Milk/Soy Milk: The damage of Blood Clot is unaffected by the damage multiplier, significantly increasing DPS.<br>"
254,52,- Dr. Fetus: Turns all bombs red and increases their damage.<br>
254,168,- Epic Fetus: Missiles have a high chance to deal 20 points more damage with a red explosion.<br>
254,229,- Monstro's Lung: Effect is applied every time you shoot.<br>
254,595,"- Saturnus: Orbiting tears will be the same as the last fired tear before leaving the previous room. To guarantee orbiting tears with the Blood Clot damage bonus, your last fired tear before leaving a room must come from the left eye.<br>"
254,152,"- Technology 2: As the laser from Technology 2 occupies your right eye, all tears now fired from the left eye have the statistical benefit of Blood Clot applied.<br>"
254,358,"- The Wiz: Blood Clot applies on both eyes, meaning the second shot from either eye will always be a Blood Clot shot. It will randomly alternate which shot of the two eyes counts for the other's Blood Clot shot if you fire multiple tears per shot like with Cursed Eye.<br>"
157,619,"- Birthright + {{C|Samson}}: Birthright allows him to gain 4 more damage boosts at the same +0.2 intervals, for a new maximum total of +14.0.<br>"
157,486,- Dull Razor: Safely provides the damage boost without needing to take damage.<br>
7,706,- Abyss: When Isaac uses Abyss to absorb Blood of the Martyr it turns into a red locust dealing double Isaac’s damage per tick.<br>
7,34,- The Book of Belial / XV - The Devil: Applies an additional 1.5x damage multiplier.<br>&emsp;- The x1.5 damage multiplier does not stack with the x1.5 damage multiplier from Magic Mushroom and Cricket's Head.<br>
125,52,- Dr. Fetus: The bombs that Isaac fires will be homing.<br>
131,247,"- BFFS!: The familiar drops bombs in a repeating pattern of 2, 2 then 3 rooms.<br>"
118,561,"- Almond Milk: Fires automatically upon reaching full charge. The beam lasts indefinitely as long as the fire key is held. The beam can change its direction while being fired, and can be aimed in any direction with joystick controls. The beam will also gain random worm trinket effects.<br>&emsp;- Increasing tears stat will increase damage and width brimstone as well.<br>&emsp;&emsp;- Damage per Tick = Damage × Fire Rate ÷ 5<br>"
118,443,"- {{Dlc|nr}} Apple! / Euthanasia / Tough Love: The beam can gain the damage multiplier from each of the items, although there is no visual difference. The bonus applies for the whole beam and not on a per-tick basis. Euthanasia loses its instant kill ability, however.<br>&emsp;- {{Dlc|r}} The bonus applies randomly on every tick of the beam, including the insta-kill ability from Euthanasia.<br>"
118,496,"- {{Dlc|nr}} Apple! / Euthanasia / Tough Love: The beam can gain the damage multiplier from each of the items, although there is no visual difference. The bonus applies for the whole beam and not on a per-tick basis. Euthanasia loses its instant kill ability, however.<br>&emsp;- {{Dlc|r}} The bonus applies randomly on every tick of the beam, including the insta-kill ability from Euthanasia.<br>"
118,150,"- {{Dlc|nr}} Apple! / Euthanasia / Tough Love: The beam can gain the damage multiplier from each of the items, although there is no visual difference. The bonus applies for the whole beam and not on a per-tick basis. Euthanasia loses its instant kill ability, however.<br>&emsp;- {{Dlc|r}} The bonus applies randomly on every tick of the beam, including the insta-kill ability from Euthanasia.<br>"
118,222,"- Anti-Gravity: An orb of energy expands, then shrinks while firing the beam after a delay. The orb still hurts enemies if they touch it. Isaac can start charging a new shot immediately after releasing the fire key without canceling the first shot, effectively allowing for a faster firing rate. It makes it harder to hit enemies with {{C|Azazel}} as the beam does not increase in range. {{Dlc|r}} Size and damage of the beams no longer scale with fire rate as well as lasting infinitely at above 15 fire rate.<br>&emsp;- {{Dlc|r}} Anti-Gravity + Soy Milk / Almond Milk: Allows auto firing upon full charge but without permanent beam uptime.<br>&emsp;- {{Dlc|anr}} Anti-Gravity + Incubus: Isaac will fire Brimstone orbs, while Incubus will fire regular Brimstone beams.<br>&emsp;&emsp;- {{Dlc|r}} Both Isaac and Incubus fire Brimstone orbs.<br>"
118,678,"- C Section: Shoots 4 fetus tears along with the brimstone beam<br>&emsp;- The Ludovico Technique: Fetus tears no longer fire with Brimstone circle, even on doing damage.<br>"
118,69,"- Chocolate Milk|force=r: Brimstone laser takes longer to fully charge but can be released at any point. Width and damage of the laser increases with charge, from 25% damage and 50% width at minimum charge to 250% damage and 160% width at maximum charge.<br>"
118,481,"- Dataminer: Dataminer can be used to underflow Isaac's tears to immediately bring it to 120, maxing out Brimstone's width and damage via tears.<br>"
118,431,"- Multidimensional Baby: If a brimstone laser is shot through the baby, it will double the laser.<br>"
118,572,- Eye of the Occult: Fires automatically upon reaching full charge. The beam curves towards the crosshair and then attempts to hit the wall Isaac is facing.<br>
118,531,- Haemolacria: +20 Tear Delay after Haemolacria's tears down. Tears burst into 4-7 Brimstone beams that do Isaac's damage per tick.<br>&emsp;- {{C|Azazel}}/ {{C|Tainted Azazel}}: Overrides these characters' Brimstone. Tears do not burst into Brimstone beams.<br>&emsp;- {{Dlc|r}} Double Brimstone: Grants +1 Damage but not the 1.2x damage multiplier. The width of the beams doubles.<br>&emsp;- Haemolacria + Chocolate Milk: The Brimstone beams deal full damage regardless of charge.<br>&emsp;- {{Dlc|r}} Haemolacria + Technology: The lasers coil the beams. This is purely visual and does not grant a 1.5x damage multiplier.<br>
118,726,- Hemoptysis: Enemies hit by the sneeze will gain a curse that increases the damage Brimstone deals to 2x and +3 flat damage. Enemies who die to Brimstone under the curse will damage and spread the curse to nearby enemies.<br>
118,87,"- Loki's Horns: Adds a chance to shoot a beam from all four cardinal directions, similarly to Head of Krampus's effect.<br>"
118,293,"- Loki's Horns: Adds a chance to shoot a beam from all four cardinal directions, similarly to Head of Krampus's effect.<br>"
118,329,"- The Ludovico Technique: The Ludovico Technique has priority. The beam forms a large ring that is controllable and does not need to be charged. The damage is dealt 15 times per second, unaffected by Tears. Enemies inside the ring without touching it are not hurt.<br>&emsp;- The Ludovico Technique + multi-shot effect: No effect.<br>&emsp;- The Ludovico Technique + C Section: Disables C Section. Fetuses no longer spawn.<br>&emsp;- The Ludovico Technique + Incubus:<br>&emsp;&emsp;- {{Dlc|nr}} Incubus' Brimstone laser is not affected by Ludovico Technique.<br>&emsp;&emsp;- {{Dlc|r}} Adds a smaller controllable laser ring in addition to the main one.<br>&emsp;- The Ludovico Technique + A Lump of Coal: The ring increases in diameter when Isaac is further; 100% when he is on the center, 1.25x when he is 12.5 tiles of distance away.<br>&emsp;&emsp;- {{Dlc|nr}} The damage does not increase on distance.<br>&emsp;&emsp;- {{Dlc|r}} The damage increase 20% per tile of distance.<br>&emsp;- The Ludovico Technique + Mom's Knife: Overrides Brimstone.<br>&emsp;- The Ludovico Technique + Proptosis: The ring increases in diameter when Isaac is closer; 1.25x when he is on the center, 100% when he is 12.5 tiles of distance away.<br>&emsp;&emsp;- {{Dlc|r}} The ring deals 1.5x Isaac's Damage at its largest, and 50% at its smallest.<br>"
118,132,"- A Lump of Coal|force=a: The beam gradually increases in size and damage the farther it travels, with the damage increasing on a multiplier that is +20% per tile of distance. This allows for a huge damage increase from longer distances.<br>"
118,55,- Mom's Eye: Adds a chance to shoot a beam from the back of Isaac's head.<br>
118,114,"- Mom's Knife: Mom's Knife has priority. Does not apply Brimstone's tears down. Adds a small barrage of knives after the main knife is fired, with each knife doing {{Dlc|nr}} 80% of /{{Dlc|r}} 2x Isaac's tear damage. This effect does not work with {{C|Azazel}}'s Brimstone.<br>&emsp;- The barrage of knives goes all the way across the screen and does not return.<br>&emsp;- Charge amount increases the barrage size; 2-4 knives at 0%, 8-10 knives 100%.<br>"
118,217,"- Mom's Wig|force=na+: Holding down a fire button to charge the attack very rapidly rolls the probability to spawn Familiar#Blue Spiders|blue spiders; releasing to fire the beam, however, does not.<br>"
118,5,- My Reflection:<br>&emsp;- {{Dlc|na}} Overridden by Brimstone.<br>&emsp;- {{Dlc|anr}} Makes the beam curve when moving. It has the same effect on {{C|Azazel}}'s mini-brimstone but doubles the range.<br>&emsp;- {{Dlc|r}} Makes the beam shoot from the back. An oval beam is shot from the front instead.<br>
118,606,"- Ocular Rift: Rifts may appear where the beam hits rocks, walls or enemies.<br>"
118,220,"- Sad Bombs: Upon exploding, bombs release ten beams in all directions.<br>&emsp;- {{Dlc|r}} Brimstone does not benefit from Sad Bombs' flat damage bonus.<br>"
118,330,"- Soy Milk|force=r: Fires automatically upon reaching full charge. The beam lasts indefinitely as long as the fire key is held. The beam can change its direction while being fired, and can be aimed in any direction with joystick controls.<br>&emsp;- Increasing tears will also increase damage.<br>&emsp;&emsp;- Damage per Tick = Damage × Fire Rate / 5<br>&emsp;- Soy Milk|force=r + Chocolate Milk: The beam does 25% more damage. Does not increase Isaac's damage stat itself.<br>"
118,315,"- Strange Attractor: Enemies are attracted towards the beam, improving its consistency. Consumables will also be moved by the beam.<br>"
118,556,- Sulfur: Grants a larger beam with a 1.2x damage multiplier and +1 damage (same effect as picking up a second Brimstone).<br>
118,38,"- Tammy's Head: Shoots ten beams in all directions. Given the item's single room charge, this makes for an extremely powerful synergy.<br>&emsp;- {{Dlc|r}} Brimstone does not benefit from Tammy's Head's flat damage bonus anymore.<br>"
118,395,"- Tech X: Tech X has priority. Does not apply Brimstone's tears down. Fires a Brimstone ring. This Brimstone ring is larger than the laser ring and has a much wider hitbox.<br>&emsp;- {{Dlc|r}} Double Brimstone: Further increases the width of the ring, and grants +1 Damage.<br>&emsp;- Tech X + {{C|Azazel}}:<br>&emsp;&emsp;- {{Dlc|na+}} Overridden by Azazel's Brimstone.<br>&emsp;&emsp;- {{Dlc|a+nr}} Overrides Azazel's Brimstone. This works quite well with Azazel's good initial damage stat and also negates his initial range penalty.<br>&emsp;&emsp;- {{Dlc|r}} Applies 35% damage penalty and fires a Brimstone ring instead of Tech X ring. If combined with Brimstone, the damage penalty is negated.<br>&emsp;&emsp;&emsp;- The same applies to {{C|Tainted Azazel}}.<br>&emsp;- {{Dlc|nr}} Tech X + Mom's Knife: Mom's Knife and a Mom's Knife + Brimstone barrage are shot alongside the rings.<br>&emsp;- {{Dlc|nr}} Tech X + Technology: The 1.5x damage multiplier from Brimstone + Technology is lost, but the laser fires while charging the Brimstone ring.<br>&emsp;&emsp;- {{Dlc|r}} Fires a Brimstone ring coiled by a laser. The 1.5x damage multiplier from Brimstone + Technology is retained.<br>"
118,233,"- Tiny Planet: The beam will wrap around Isaac once and then shoot straight forward.<br>&emsp;- If combined with My Reflection, the beam will first wrap around Isaac, form an oval beam in a longer range, then shoot backward. Interestingly enough, the beam will look like a G clef symbol.<br>"
118,596,"- Uranus: The beam will freeze any enemies killed by it, so long as they are not immune to the freeze effect.<br>"
144,247,"- BFFS!: All future drops will happen every 3 coins. If the next scheduled drop at the moment of acquiring BFFS! requires more than 3 coins, the amount will not be lowered.<br>"
144,173,- Mitre: Red Hearts that Bum drops can be converted into Soul Hearts.<br>
162,327,"- {{Dlc|r}}The Polaroid, Virgo: Can trigger at the same time as The Polaroid or Virgo, cumulating to up to 22 seconds of shield.<br>"
162,303,"- {{Dlc|r}}The Polaroid, Virgo: Can trigger at the same time as The Polaroid or Virgo, cumulating to up to 22 seconds of shield.<br>"
103,706,- Abyss: When Isaac uses Abyss to absorb The Common Cold it turns into a green locust that poisons enemies.<br>
103,453,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Chance for tears and split tears to be poisonous. If the main tear is poisonous, the split tears are too.<br>"
103,224,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Chance for tears and split tears to be poisonous. If the main tear is poisonous, the split tears are too.<br>"
103,531,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Chance for tears and split tears to be poisonous. If the main tear is poisonous, the split tears are too.<br>"
103,104,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Chance for tears and split tears to be poisonous. If the main tear is poisonous, the split tears are too.<br>"
103,52,- Dr. Fetus/Epic Fetus: Chance for bombs/explosions to become poisonous like Bob's Curse.<br>
103,168,- Dr. Fetus/Epic Fetus: Chance for bombs/explosions to become poisonous like Bob's Curse.<br>
103,140,- Dr. Fetus/Epic Fetus: Chance for bombs/explosions to become poisonous like Bob's Curse.<br>
103,467,- Finger!: Finger can also apply the poison effect.<br>
103,532,"- Lachryphagy: If a poison tear is fed, all burst tears are poisonous. If a normal tear is fed, the burst tears are not poisonous.<br>"
103,329,"- The Ludovico Technique: The tear flickers green, capable of poisoning enemies when it does.<br>"
69,245,- 20/20/The Inner Eye/Mutant Spider: Fires multiple charged shots.<br>
69,2,- 20/20/The Inner Eye/Mutant Spider: Fires multiple charged shots.<br>
69,153,- 20/20/The Inner Eye/Mutant Spider: Fires multiple charged shots.<br>
69,453,- Compound Fracture/Cricket's Body/The Parasite: Split tears do half the damage of normal tears.<br>
69,224,- Compound Fracture/Cricket's Body/The Parasite: Split tears do half the damage of normal tears.<br>
69,104,- Compound Fracture/Cricket's Body/The Parasite: Split tears do half the damage of normal tears.<br>
69,331,- Godhead: Charging the shots increase the size and damage of the aura.<br>
69,531,- Haemolacria: Increased tear delay. Completely charged shots and their burst tears are larger and deal higher damage than normal. Chocolate Milk also allows low-damage Haemolacria shots to be fired rapidly.<br>
69,323,- {{Dlc|nr}}Isaac's Tears/Sad Bombs/Tammy's Head: The size and damage of all generated tears correspond to the current charge level of Chocolate Milk. Isaac's Tears will nearly instantly recharge while charging a Chocolate Milk shot.<br>&emsp;- {{Dlc|r}} Charge level does not effect generated tears. Isaac's Tears recharge only when a shot is fired.<br>
69,220,- {{Dlc|nr}}Isaac's Tears/Sad Bombs/Tammy's Head: The size and damage of all generated tears correspond to the current charge level of Chocolate Milk. Isaac's Tears will nearly instantly recharge while charging a Chocolate Milk shot.<br>&emsp;- {{Dlc|r}} Charge level does not effect generated tears. Isaac's Tears recharge only when a shot is fired.<br>
69,38,- {{Dlc|nr}}Isaac's Tears/Sad Bombs/Tammy's Head: The size and damage of all generated tears correspond to the current charge level of Chocolate Milk. Isaac's Tears will nearly instantly recharge while charging a Chocolate Milk shot.<br>&emsp;- {{Dlc|r}} Charge level does not effect generated tears. Isaac's Tears recharge only when a shot is fired.<br>
69,149,"- Ipecac: Increased tear delay. Charged shots deal massively increased damage, as the +40 damage from Ipecac is run through the damage multiplier of Chocolate Milk. It also allows low-damage Ipecac shots to be fired rapidly.<br>"
69,532,"- Lachryphagy: Rapidly firing small, uncharged tears can cause the fed tear to grow into a gigantic tear that will still deal fairly low damage while feeding tears with charged tears will result in higher-damage tears.<br>"
69,217,- {{Dlc|nr}}Mom's Wig: Spiders rapidly spawn while charging.<br>&emsp;- {{Dlc|r}} Spiders spawn only when a shot is fired.<br>
69,229,"- Monstro's Lung: (Removed in Repentance) Reduces Isaac's current tear delay by 20%, allowing Monstro's Lung to charge faster. Each tear from Monstro's Lung is also a charged Chocolate Milk shot, massively increasing damage.<br>&emsp;- (Added in Repentance) Tear delay is increased, and the tear damage, along with the amount of tears fired is dependent on charge time.<br>"
69,169,"- Polyphemus: Increased tear delay. Massively increases the damage of each shot, and charged tears decay in damage much slower as a result.<br>"
69,459,"- Sinus Infection: Booger damage is influenced by the damage of the individual tear, so fully-charged Chocolate Milk shots can result in very potent damage over time.<br>"
69,152,"- Technology 2: Damage dealt by the laser is equal to Isaac's current charge, leading to constant high damage from a safe distance.<br>&emsp;- {{Dlc|r}} The laser deals 13% of Isaac's damage regardless of charge, tears are affected by Chocolate Milk as normal.<br>"
69,533,- Trisagion: Fully charged beams deal four times normal damage. Trisagion's shots are colored brown.<br>
154,245,- 20/20/The Inner Eye/Mutant Spider: Every other set of tears has the Chemical Peel effect.<br>
154,2,- 20/20/The Inner Eye/Mutant Spider: Every other set of tears has the Chemical Peel effect.<br>
154,153,- 20/20/The Inner Eye/Mutant Spider: Every other set of tears has the Chemical Peel effect.<br>
154,118,"- Brimstone: The entire laser has a high chance to have the Chemical Peel effect, with no visual difference.<br>"
154,52,"- Dr. Fetus: The damage bonus applies to every bomb, with no visual difference.<br>"
154,168,"- Epic Fetus: The missiles have a high chance to deal 40 points extra damage, with no visual difference.<br>"
154,444,- Lead Pencil: All tears in the tear barrage will gain the Chemical Peel effect.<br>
154,329,- The Ludovico Technique: The tear flashes between normal and the higher-damaging Chemical Peel tear.<br>
154,114,"- Mom's Knife: Each tick of the Knife's damage has a high chance to gain the bonus, with no visual difference.<br>"
154,330,"- Soy Milk: Chemical Peel is unaffected by Soy Milk's damage down modifier, greatly increasing DPS.<br>"
154,244,"- Tech.5: Chemical Peel has a chance to apply to the laser, with no visual difference.<br>"
154,68,"- Technology: Lasers have a high chance to gain extra damage, with no visual difference.<br>"
154,152,"- Technology 2: Every tear fired has Chemical Peel applied to it, but the laser is unaffected.<br>"
73,78,"- Book of Revelations: Ensures that Harbingers that haven't already been defeated will replace their respective floor's boss, making it drastically easier to collect multiple Cubes of Meat.<br>"
73,357,"- Box of Friends / Monster Manual: Additional copies of Cube of Meat combine with the first, increasing its level as normal.<br>"
73,123,"- Box of Friends / Monster Manual: Additional copies of Cube of Meat combine with the first, increasing its level as normal.<br>"
73,487,- Potato Peeler: Consumes 1 Heart Container in return for creating 1 Cube of Meat and increasing damage a little.<br>
170,247,- BFFS! / Hive Mind: Increases the foot's size and doubles its damage. Both items cannot be stacked for an even stronger effect.<br>
170,248,- BFFS! / Hive Mind: Increases the foot's size and doubles its damage. Both items cannot be stacked for an even stronger effect.<br>
170,357,- Box of Friends: Spawns an additional foot for the rest of the room.<br>
170,210,"- Gnawed Leaf: Allows Isaac to stay invincible while Daddy Longlegs clears the Rooms|room, granting Isaac a slow but effective way of completely avoiding damage. This combination is especially useful as {{C|The Lost}}.<br>"
170,655,- Spin to Win: Boosts the foot's damage while spinning.<br>
81,347,- Diplopia: Isaac gains 18 extra lives in total.<br>
113,357,"- Box of Friends: If used without having any familiars, a Demon Baby will be spawned for the remainder of the current Rooms|room.<br>"
